customerID,tenure,Contract,MonthlyCharges,TotalCharges,InternetService,PaymentMethod,TechSupport,OnlineSecurity,ChurnProbability,RiskLevel,ExpectedRevenueAtRisk,RetentionPriority
5228-EXCET,13,Month-to-month,80.85,1008.7,Fiber optic,Electronic check,No,No,65.21839,Medium Risk,657.857890188694,Priority 3
9286-DOJGF,38,Month-to-month,74.95,2869.85,Fiber optic,Bank transfer (automatic),No,No,65.21217,Medium Risk,1871.4915258854628,Priority 3
8160-HOWOX,7,Month-to-month,66.85,458.1,DSL,Electronic check,No,No,65.18851,Medium Risk,298.6285607635975,Priority 3
8445-DNBAE,1,Month-to-month,50.05,50.05,DSL,Electronic check,No,No,65.179375,Medium Risk,32.62227560281753,Priority 3
0581-BXBUB,4,Month-to-month,72.75,317.75,Fiber optic,Electronic check,No,No,65.06774,Medium Risk,206.75275737047195,Priority 3
8058-DMYRU,54,Month-to-month,90.05,4931.8,Fiber optic,Electronic check,No,No,64.98201,Medium Risk,3204.7827166080474,Priority 3
7748-UMTRK,30,Month-to-month,101.3,2974.5,Fiber optic,Electronic check,Yes,No,64.94747,Medium Risk,1931.8626142144203,Priority 3
2672-OJQZP,1,Month-to-month,44.75,44.75,DSL,Mailed check,No,No,64.66139,Medium Risk,28.935971841216087,Priority 3
3976-NLDEZ,1,Month-to-month,20.6,20.6,No,Mailed check,No internet service,No internet service,64.63601,Medium Risk,13.315018045902253,Priority 3
4512-ZUIYL,2,Month-to-month,70.0,153.05,Fiber optic,Bank transfer (automatic),No,No,64.55388,Medium Risk,98.7997143983841,Priority 3
9979-RGMZT,7,One year,94.05,633.45,Fiber optic,Mailed check,No,No,64.51659,Medium Risk,408.6803144305945,Priority 3
5889-JTMUL,50,Month-to-month,95.05,4888.7,Fiber optic,Electronic check,No,No,64.43093,Medium Risk,3149.834788393974,Priority 3
4208-UFFGW,2,Month-to-month,44.95,85.15,DSL,Mailed check,No,No,64.343864,Medium Risk,54.78879996240139,Priority 3
5226-NOZFC,26,Month-to-month,85.75,2146.5,Fiber optic,Electronic check,No,No,64.137146,Medium Risk,1376.70390021801,Priority 3
5828-AVIPD,19,One year,100.95,1875.55,Fiber optic,Electronic check,Yes,No,63.9626,Medium Risk,1199.6505933523179,Priority 3
0430-IHCDJ,15,Month-to-month,49.0,749.25,DSL,Electronic check,No,No,63.906975,Medium Risk,478.8229997009039,Priority 3
9112-WSNPU,35,Month-to-month,70.55,2419.0,Fiber optic,Electronic check,No,No,63.777298,Medium Risk,1542.7728322148323,Priority 3
9572-WUKSB,3,Month-to-month,29.9,92.25,DSL,Electronic check,Yes,No,63.598473,Medium Risk,58.669590309262276,Priority 3
0015-UOCOJ,7,Month-to-month,48.2,340.35,DSL,Electronic check,No,Yes,63.54633,Medium Risk,216.27993325889113,Priority 3
9866-QEVEE,19,Month-to-month,86.0,1532.45,Fiber optic,Bank transfer (automatic),No,No,63.413204,Medium Risk,971.7756257355213,Priority 3
4547-LYTDD,16,Month-to-month,72.65,1194.3,Fiber optic,Electronic check,No,No,63.390488,Medium Risk,757.0725914061069,Priority 3
2277-DJJDL,60,Month-to-month,99.0,6017.9,Fiber optic,Electronic check,Yes,No,63.381786,Medium Risk,3814.2524488031863,Priority 3
9927-DSWDF,22,Month-to-month,104.6,2180.55,Fiber optic,Electronic check,Yes,Yes,63.367878,Medium Risk,1381.76829405427,Priority 3
7279-BUYWN,41,Month-to-month,113.2,4689.5,Fiber optic,Electronic check,No,Yes,63.333683,Medium Risk,2970.033120840788,Priority 3
1319-YLZJG,12,Month-to-month,84.6,959.9,Fiber optic,Electronic check,No,Yes,63.23073,Medium Risk,606.9517686605453,Priority 3
7579-OOPEC,2,Month-to-month,50.15,115.1,DSL,Credit card (automatic),No,No,63.18,Medium Risk,72.72017952799797,Priority 3
0432-CAJZV,3,Month-to-month,90.7,237.65,Fiber optic,Mailed check,No,No,62.99411,Medium Risk,149.7055038034916,Priority 3
0899-LIIBW,34,Month-to-month,100.85,3527.3,Fiber optic,Electronic check,No,No,62.98704,Medium Risk,2221.7419138908385,Priority 3
0322-CHQRU,2,Month-to-month,45.35,89.5,DSL,Electronic check,No,No,62.73986,Medium Risk,56.15217560529709,Priority 3
0823-HSCDJ,52,Month-to-month,49.15,2550.9,DSL,Electronic check,No,No,62.702187,Medium Risk,1599.4700350105763,Priority 3
2293-IJWPS,57,One year,100.75,5985.0,Fiber optic,Credit card (automatic),No,No,62.633835,Medium Risk,3748.635100722313,Priority 3
6402-EJMWF,4,Month-to-month,55.3,238.5,DSL,Mailed check,No,No,62.24912,Medium Risk,148.46414664387703,Priority 3
7134-MJPDY,66,One year,102.85,6976.75,Fiber optic,Credit card (automatic),Yes,No,62.11938,Medium Risk,4333.914026930928,Priority 3
4947-DSMXK,34,Month-to-month,97.7,3410.0,Fiber optic,Bank transfer (automatic),No,No,62.115055,Medium Risk,2118.123386502266,Priority 3
5351-QESIO,1,Month-to-month,24.2,24.2,DSL,Mailed check,No,No,61.9766,Medium Risk,14.998337125778198,Priority 3
8988-ECPJR,34,Month-to-month,79.6,2718.3,Fiber optic,Mailed check,No,No,61.86819,Medium Risk,1681.763029575348,Priority 3
3365-SAIGS,17,Month-to-month,83.55,1329.15,Fiber optic,Electronic check,No,No,61.84709,Medium Risk,822.0406063199043,Priority 3
8785-CJSHH,60,Month-to-month,99.8,5985.75,Fiber optic,Electronic check,No,No,61.464985,Medium Risk,3679.1402333825827,Priority 3
9819-FBNSV,37,Month-to-month,72.25,2575.45,Fiber optic,Bank transfer (automatic),No,No,61.435486,Medium Risk,1582.2401955008506,Priority 3
5339-PXDVH,4,Month-to-month,90.65,367.95,Fiber optic,Electronic check,No,Yes,61.306953,Medium Risk,225.5789351463318,Priority 3
1942-OQFRW,1,Month-to-month,44.0,44.0,DSL,Electronic check,No,No,61.283432,Medium Risk,26.96471071243286,Priority 3
4248-QPAVC,17,Month-to-month,85.35,1463.45,Fiber optic,Bank transfer (automatic),No,Yes,61.03414,Medium Risk,893.2041653096676,Priority 3
0963-ZBDRN,32,Month-to-month,96.2,3183.4,Fiber optic,Electronic check,Yes,No,60.99722,Medium Risk,1941.7854344248772,Priority 3
5606-AMZBO,10,Month-to-month,78.15,765.15,Fiber optic,Credit card (automatic),No,Yes,60.869682,Medium Risk,465.74437056183814,Priority 3
3787-TRIAL,21,Month-to-month,26.05,565.75,DSL,Electronic check,No,No,60.63372,Medium Risk,343.03526505827904,Priority 3
7534-BFESC,24,Month-to-month,76.1,1712.7,Fiber optic,Electronic check,No,No,60.6148,Medium Risk,1038.1496873617173,Priority 3
9050-QLROH,18,Month-to-month,90.7,1597.25,Fiber optic,Credit card (automatic),No,No,60.584957,Medium Risk,967.6932162195444,Priority 3
1357-BIJKI,50,One year,98.25,4858.7,Fiber optic,Electronic check,No,No,59.88055,Medium Risk,2909.4162204444406,Priority 3
0778-NELLA,9,Month-to-month,34.7,296.1,DSL,Credit card (automatic),No,No,59.875877,Medium Risk,177.29246798157692,Priority 3
2971-SGAFL,13,Month-to-month,78.75,995.35,DSL,Electronic check,No,Yes,59.698254,Medium Risk,594.2065698951483,Priority 3
5016-IBERQ,23,Month-to-month,84.25,1968.1,Fiber optic,Electronic check,No,No,59.69209,Medium Risk,1174.8000380456447,Priority 3
2480-SQIOB,4,Month-to-month,44.8,169.65,DSL,Electronic check,No,No,59.639824,Medium Risk,101.17896046042442,Priority 3
3334-CTHOL,1,Month-to-month,49.95,49.95,DSL,Bank transfer (automatic),No,No,59.579975,Medium Risk,29.76019721925259,Priority 3
2778-OCLGR,24,Month-to-month,39.1,971.3,DSL,Bank transfer (automatic),No,Yes,59.51662,Medium Risk,578.0849362373352,Priority 3
9283-LZQOH,13,Month-to-month,74.4,896.75,Fiber optic,Credit card (automatic),No,No,59.514393,Medium Risk,533.6953050792217,Priority 3
3923-CSIHK,50,Month-to-month,71.05,3444.85,Fiber optic,Electronic check,No,No,59.432518,Medium Risk,2047.361112934351,Priority 3
7130-CTCUS,16,Month-to-month,54.55,825.1,DSL,Bank transfer (automatic),No,Yes,59.371353,Medium Risk,489.87302696704865,Priority 3
1335-NTIUC,9,Month-to-month,24.95,190.25,DSL,Electronic check,No,No,59.333305,Medium Risk,112.88161571323872,Priority 3
9812-GHVRI,40,Month-to-month,83.85,3532.25,Fiber optic,Bank transfer (automatic),No,No,59.296734,Medium Risk,2094.508856371045,Priority 3
0422-UXFAP,51,One year,98.85,4947.55,Fiber optic,Electronic check,No,No,59.13422,Medium Risk,2925.6951548933985,Priority 3
6711-VTNRE,36,Month-to-month,87.55,3078.1,Fiber optic,Electronic check,Yes,No,59.052925,Medium Risk,1817.7081245005131,Priority 3
7470-MCQTK,13,Month-to-month,48.75,633.4,DSL,Bank transfer (automatic),No,No,58.89313,Medium Risk,373.0290994167328,Priority 3
0581-MDMPW,24,Month-to-month,88.95,2072.75,Fiber optic,Credit card (automatic),No,No,58.819435,Medium Risk,1219.179880976677,Priority 3
6704-UTUKK,29,Month-to-month,45.9,1332.4,DSL,Electronic check,No,No,58.6908,Medium Risk,781.9961963176728,Priority 3
7460-ITWWP,45,Month-to-month,86.1,3861.45,Fiber optic,Electronic check,No,No,58.687504,Medium Risk,2266.1885516077277,Priority 3
7395-XWZOY,20,Month-to-month,55.0,1165.55,DSL,Credit card (automatic),Yes,Yes,58.658497,Medium Risk,683.6941295653581,Priority 3
1035-IPQPU,63,Month-to-month,103.5,6479.4,Fiber optic,Electronic check,No,No,58.38102,Medium Risk,3782.739876151085,Priority 3
2955-BJZHG,17,Month-to-month,80.85,1400.85,Fiber optic,Electronic check,No,No,58.076435,Medium Risk,813.5637442857027,Priority 3
9508-ILZDG,34,Month-to-month,96.35,3190.25,Fiber optic,Electronic check,Yes,No,57.973408,Medium Risk,1849.4966710209846,Priority 3
4760-THGOT,43,Month-to-month,94.1,4107.3,Fiber optic,Electronic check,No,Yes,57.937885,Medium Risk,2379.682723116875,Priority 3
4658-HCOHW,21,Month-to-month,102.8,2110.15,Fiber optic,Electronic check,Yes,No,57.866627,Medium Risk,1221.0726291745902,Priority 3
6331-LWDTQ,10,Month-to-month,72.15,794.25,DSL,Credit card (automatic),No,No,57.78016,Medium Risk,458.91890904307365,Priority 3
2770-NSVDG,24,Month-to-month,29.1,688.0,DSL,Electronic check,No,No,57.67353,Medium Risk,396.7938985824585,Priority 3
0531-ZZJWQ,55,Month-to-month,74.0,4052.4,Fiber optic,Electronic check,No,No,57.66161,Medium Risk,2336.679117751122,Priority 3
0958-YHXGP,7,Month-to-month,69.9,497.3,Fiber optic,Mailed check,No,No,57.54151,Medium Risk,286.153946352005,Priority 3
4892-VLANZ,1,Month-to-month,19.8,19.8,No,Mailed check,No internet service,No internet service,57.334095,Medium Risk,11.352150857448578,Priority 3
2694-CIUMO,12,Month-to-month,79.55,958.25,Fiber optic,Credit card (automatic),Yes,No,57.26654,Medium Risk,548.7566131800413,Priority 3
5402-HTOTQ,16,Month-to-month,55.3,875.35,DSL,Electronic check,No,No,57.206364,Medium Risk,500.7558940201998,Priority 3
0256-LTHVJ,28,Month-to-month,81.05,2227.1,Fiber optic,Electronic check,No,No,57.205246,Medium Risk,1274.0180755138397,Priority 3
7129-ACFOG,5,Month-to-month,53.8,283.95,DSL,Electronic check,No,Yes,57.12537,Medium Risk,162.2074929267168,Priority 3
5301-GAUUY,32,Month-to-month,80.35,2596.15,Fiber optic,Bank transfer (automatic),No,No,57.086224,Medium Risk,1482.0439878612758,Priority 3
2108-YKQTY,4,Month-to-month,50.7,151.3,DSL,Credit card (automatic),No,No,57.067753,Medium Risk,86.34350860118866,Priority 3
2501-XWWTZ,11,Month-to-month,70.2,760.05,Fiber optic,Electronic check,No,No,57.005344,Medium Risk,433.26913091540337,Priority 3
0730-KOAVE,30,Month-to-month,94.3,2679.7,Fiber optic,Credit card (automatic),No,Yes,56.941784,Medium Risk,1525.8689705252646,Priority 3
9822-WMWVG,41,Month-to-month,106.5,4282.4,Fiber optic,Electronic check,Yes,Yes,56.829166,Medium Risk,2433.6522224426267,Priority 3
4013-GUXND,1,Month-to-month,20.8,20.8,No,Mailed check,No internet service,No internet service,56.744774,Medium Risk,11.802912616729737,Priority 3
3930-ZGWVE,1,Month-to-month,19.75,19.75,No,Mailed check,No internet service,No internet service,56.670338,Medium Risk,11.192391738295555,Priority 3
7239-HZZCX,1,Month-to-month,19.75,19.75,No,Mailed check,No internet service,No internet service,56.670338,Medium Risk,11.192391738295555,Priority 3
9374-YOLBJ,1,Month-to-month,19.25,19.25,No,Electronic check,No internet service,No internet service,56.405376,Medium Risk,10.858035147190094,Priority 3
5281-BUZGT,36,Month-to-month,90.85,3186.7,Fiber optic,Electronic check,No,Yes,56.376137,Medium Risk,1796.5383051753042,Priority 3
5461-QKNTN,43,Month-to-month,94.3,3953.15,Fiber optic,Electronic check,Yes,No,56.242115,Medium Risk,2223.3351416677237,Priority 3
8714-EUHJO,31,Month-to-month,91.15,2995.45,Fiber optic,Electronic check,No,No,56.132412,Medium Risk,1681.4183339595793,Priority 3
9227-LUNBG,1,Month-to-month,24.6,24.6,DSL,Electronic check,No,No,55.861538,Medium Risk,13.741938507556917,Priority 3
0310-MVLET,61,Month-to-month,99.15,6010.05,Fiber optic,Electronic check,No,No,55.765778,Medium Risk,3351.5511302500963,Priority 3
2203-GHNWN,24,Month-to-month,79.65,1928.7,Fiber optic,Mailed check,No,No,55.746925,Medium Risk,1075.1909401059152,Priority 3
1894-IGFSG,22,Month-to-month,89.25,1907.85,Fiber optic,Electronic check,No,No,55.7149,Medium Risk,1062.9567063242196,Priority 3
1895-QTKDO,1,Month-to-month,43.95,43.95,DSL,Credit card (automatic),No,No,55.678856,Medium Risk,24.470857375860216,Priority 3
1092-GANHU,17,Month-to-month,76.65,1313.55,Fiber optic,Electronic check,No,No,55.53016,Medium Risk,729.416425421834,Priority 3
9537-VHDTA,1,Month-to-month,51.2,51.2,DSL,Mailed check,No,Yes,55.318718,Medium Risk,28.323184204101565,Priority 3
1809-DMJHQ,5,Month-to-month,46.0,221.7,DSL,Mailed check,No,No,55.307926,Medium Risk,122.61766916513443,Priority 3
1452-KIOVK,22,Month-to-month,89.1,1949.4,Fiber optic,Credit card (automatic),No,No,55.270813,Medium Risk,1077.449265575409,Priority 3
8495-PRWFH,42,Month-to-month,55.65,2421.75,DSL,Electronic check,No,No,55.180405,Medium Risk,1336.3314961194992,Priority 3
9381-NDKME,24,Month-to-month,40.65,933.3,DSL,Credit card (automatic),No,No,55.157757,Medium Risk,514.7873442649841,Priority 3
6543-CPZMK,9,Month-to-month,29.95,248.95,DSL,Electronic check,No,No,55.122437,Medium Risk,137.22730216383934,Priority 3
7055-HNEOJ,3,Month-to-month,55.8,154.55,DSL,Mailed check,Yes,No,54.963345,Medium Risk,84.94584867060185,Priority 3
2669-QVCRG,41,Month-to-month,81.3,3190.65,Fiber optic,Credit card (automatic),No,Yes,54.956455,Medium Risk,1753.468100783229,Priority 3
4905-JEFDW,11,One year,41.6,470.6,DSL,Electronic check,No,No,54.929306,Medium Risk,258.49730520248414,Priority 3
7251-LJBQN,40,One year,103.75,4188.4,Fiber optic,Credit card (automatic),Yes,No,54.867065,Medium Risk,2298.0521484851834,Priority 3
9661-MHUMO,1,Month-to-month,49.25,49.25,DSL,Credit card (automatic),Yes,No,54.77264,Medium Risk,26.975524842739105,Priority 3
0327-WFZSY,39,One year,100.0,3835.55,Fiber optic,Electronic check,No,No,54.767876,Medium Risk,2100.6493010371923,Priority 3
1965-DDBWU,16,Month-to-month,89.05,1448.6,Fiber optic,Credit card (automatic),Yes,No,54.690044,Medium Risk,792.239993584156,Priority 3
7529-ZDFXI,57,Month-to-month,89.85,4925.35,Fiber optic,Electronic check,No,No,54.657127,Medium Risk,2692.054729485512,Priority 3
4329-YPDDQ,20,Month-to-month,108.2,2203.7,Fiber optic,Bank transfer (automatic),Yes,Yes,54.59514,Medium Risk,1203.113026189804,Priority 3
4993-JCRGJ,26,Month-to-month,84.3,2281.6,Fiber optic,Mailed check,Yes,No,54.55623,Medium Risk,1244.7548690795898,Priority 3
1302-UHBDD,20,Month-to-month,89.95,1648.45,Fiber optic,Electronic check,No,No,54.401844,Medium Risk,896.7872096151114,Priority 3
6815-ABQFQ,56,One year,107.25,6033.3,Fiber optic,Electronic check,Yes,No,54.26516,Medium Risk,3273.9798601806165,Priority 3
3858-XHYJO,40,One year,105.75,4228.55,Fiber optic,Bank transfer (automatic),No,Yes,54.11429,Medium Risk,2288.24972909987,Priority 3
4660-IRIBM,18,Month-to-month,87.9,1500.5,Fiber optic,Mailed check,No,Yes,54.074677,Medium Risk,811.390496045351,Priority 3
2955-PSXOE,1,Month-to-month,20.2,20.2,No,Bank transfer (automatic),No internet service,No internet service,53.84093,Medium Risk,10.87586771249771,Priority 3
1217-VASWC,43,One year,100.55,4304.0,Fiber optic,Bank transfer (automatic),No,No,53.69782,Medium Risk,2311.1541090011597,Priority 3
1989-PRJHP,27,Month-to-month,75.5,1893.95,Fiber optic,Electronic check,No,No,53.64414,Medium Risk,1015.9931625336409,Priority 3
2309-OSFEU,10,Month-to-month,33.9,298.45,DSL,Mailed check,No,No,53.581684,Medium Risk,159.91453836858273,Priority 3
9576-SYUHJ,37,Month-to-month,91.15,3369.25,Fiber optic,Electronic check,No,Yes,53.419094,Medium Risk,1799.8228676468134,Priority 3
7851-FLGGQ,1,Month-to-month,44.65,44.65,DSL,Mailed check,Yes,No,53.361725,Medium Risk,23.82601057291031,Priority 3
7410-YTJIK,7,Month-to-month,75.45,480.75,Fiber optic,Mailed check,No,No,53.291153,Medium Risk,256.19722241163254,Priority 3
4468-YDOVK,5,Month-to-month,48.65,235.2,DSL,Bank transfer (automatic),Yes,No,53.24152,Medium Risk,125.22405767440796,Priority 3
1051-GEJLJ,2,Month-to-month,19.5,27.55,No,Mailed check,No internet service,No internet service,53.203922,Medium Risk,14.657680651545524,Priority 3
1395-OFUWC,43,Month-to-month,29.3,1224.05,DSL,Credit card (automatic),No,No,53.17294,Medium Risk,650.8633722633123,Priority 3
3466-RITXD,26,Month-to-month,92.4,2349.8,Fiber optic,Credit card (automatic),No,Yes,53.111977,Medium Risk,1248.0252210974695,Priority 3
2960-NKRSO,24,Month-to-month,85.95,2107.15,Fiber optic,Electronic check,Yes,No,52.963264,Medium Risk,1116.0153920143844,Priority 3
4360-PNRQB,18,Month-to-month,75.6,1395.05,Fiber optic,Bank transfer (automatic),No,No,52.87129,Medium Risk,737.5808874666691,Priority 3
1310-QRITU,18,Month-to-month,50.3,913.3,DSL,Electronic check,No,No,52.846844,Medium Risk,482.6502171576023,Priority 3
7504-UWHNB,25,Month-to-month,69.75,1729.35,Fiber optic,Electronic check,No,No,52.195557,Medium Risk,902.6438299030065,Priority 3
9512-UIBFX,18,Month-to-month,95.15,1779.95,Fiber optic,Mailed check,No,No,52.150597,Medium Risk,928.2545190513134,Priority 3
9732-KPKBW,1,Month-to-month,53.95,53.95,DSL,Electronic check,Yes,Yes,51.897686,Medium Risk,27.998801985383036,Priority 3
6559-RAKOZ,49,One year,97.95,4917.9,Fiber optic,Electronic check,Yes,No,51.883297,Medium Risk,2551.5687201440333,Priority 3
2190-BCXEC,40,Month-to-month,78.85,3126.85,Fiber optic,Credit card (automatic),Yes,No,51.69242,Medium Risk,1616.3444424062966,Priority 3
5419-KLXBN,25,Month-to-month,89.15,2257.75,Fiber optic,Bank transfer (automatic),No,No,51.691956,Medium Risk,1167.0751214176416,Priority 3
6773-LQTVT,29,Month-to-month,35.65,1025.15,DSL,Mailed check,No,No,51.62722,Medium Risk,529.2564327418804,Priority 3
1816-FLZDK,1,Month-to-month,29.15,29.15,DSL,Mailed check,Yes,No,51.623188,Medium Risk,15.048159724473953,Priority 3
1493-AMTIE,1,Month-to-month,20.2,20.2,No,Bank transfer (automatic),No internet service,No internet service,51.594498,Medium Risk,10.422088146209717,Priority 3
3594-KADLU,3,Month-to-month,35.1,101.1,DSL,Mailed check,Yes,Yes,51.44574,Medium Risk,52.01164360642433,Priority 3
1346-UFHAX,13,Month-to-month,80.0,1029.35,Fiber optic,Credit card (automatic),No,Yes,51.246494,Medium Risk,527.5057865530252,Priority 3
6284-AHOOQ,22,Month-to-month,90.5,1910.6,Fiber optic,Bank transfer (automatic),Yes,No,51.174717,Medium Risk,977.7441648125648,Priority 3
8620-RJPZN,1,Month-to-month,20.7,20.7,No,Electronic check,No internet service,No internet service,50.959946,Medium Risk,10.54870855808258,Priority 3
9097-ZUBYC,14,Month-to-month,48.8,664.4,DSL,Bank transfer (automatic),Yes,No,50.94699,Medium Risk,338.4918190717697,Priority 3
0486-HECZI,55,Month-to-month,96.75,5238.9,Fiber optic,Electronic check,No,Yes,50.939007,Medium Risk,2668.6435650765893,Priority 3
9710-ZUSHQ,37,Month-to-month,106.75,4056.75,Fiber optic,Bank transfer (automatic),No,Yes,50.851303,Medium Risk,2062.9102482050657,Priority 3
5766-ZJYBB,1,Month-to-month,19.4,19.4,No,Mailed check,No internet service,No internet service,50.711357,Medium Risk,9.838003373146057,Priority 3
9767-FFLEM,38,Month-to-month,69.5,2625.25,Fiber optic,Credit card (automatic),No,No,50.695724,Medium Risk,1330.8894758075476,Priority 3
6777-TGHTM,53,One year,106.95,5785.5,Fiber optic,Credit card (automatic),No,Yes,50.52694,Medium Risk,2923.2361612915993,Priority 3
5213-TWWJU,28,Month-to-month,91.0,2626.15,Fiber optic,Electronic check,Yes,No,50.468437,Medium Risk,1325.376907220483,Priority 3
0365-GXEZS,18,Month-to-month,78.2,1468.75,Fiber optic,Electronic check,Yes,No,50.417297,Medium Risk,740.504065528512,Priority 3
2911-WDXMV,18,Month-to-month,80.55,1406.65,Fiber optic,Credit card (automatic),No,No,50.363136,Medium Risk,708.43304322958,Priority 3
6257-RJOHI,4,Month-to-month,50.8,202.3,DSL,Mailed check,Yes,No,50.36109,Medium Risk,101.88048688769341,Priority 3
0913-XWSCN,55,Month-to-month,85.5,4713.4,Fiber optic,Bank transfer (automatic),No,No,50.348354,Medium Risk,2373.1192884922025,Priority 3
8805-JNRAZ,2,Month-to-month,49.2,103.7,DSL,Mailed check,No,No,50.282784,Medium Risk,52.14324526190758,Priority 3
9103-TCIHJ,15,Month-to-month,55.7,899.8,DSL,Mailed check,No,Yes,49.498184,Medium Risk,445.3846732676029,Priority 3
6845-RGTYS,47,Month-to-month,98.75,4533.7,Fiber optic,Electronic check,No,Yes,49.40605,Medium Risk,2239.9221630096436,Priority 3
1471-GIQKQ,1,Month-to-month,49.95,49.95,DSL,Electronic check,No,No,49.373425,Medium Risk,24.662025314569476,Priority 3
2924-KHUVI,56,One year,100.55,5514.95,Fiber optic,Electronic check,No,Yes,49.345093,Medium Risk,2721.3572596520185,Priority 3
1536-HBSWP,1,Month-to-month,49.9,49.9,DSL,Electronic check,Yes,No,49.064922,Medium Risk,24.48339624404907,Priority 3
9048-JVYVF,3,Month-to-month,69.35,191.35,DSL,Electronic check,Yes,No,48.571697,Medium Risk,92.94194197505712,Priority 3
3540-RZJYU,15,Month-to-month,86.2,1270.2,Fiber optic,Electronic check,No,Yes,48.52786,Medium Risk,616.4008480131627,Priority 3
0870-VEMYL,5,Month-to-month,53.85,259.8,DSL,Credit card (automatic),Yes,Yes,48.176834,Medium Risk,125.16341469883919,Priority 3
2252-JHJGE,61,One year,104.0,6363.45,Fiber optic,Electronic check,No,Yes,48.009018,Medium Risk,3055.02979927808,Priority 3
1541-ETJZO,1,Month-to-month,62.05,62.05,DSL,Mailed check,Yes,No,47.98912,Medium Risk,29.77724962979555,Priority 3
2587-EKXTS,44,Month-to-month,111.5,4915.15,Fiber optic,Electronic check,No,Yes,47.973183,Medium Risk,2357.953894267976,Priority 3
5966-EMAZU,64,One year,108.5,6880.85,Fiber optic,Mailed check,Yes,Yes,47.96073,Medium Risk,3300.1059856519105,Priority 3
3237-AJGEH,3,Month-to-month,31.0,95.05,DSL,Mailed check,Yes,No,47.949062,Medium Risk,45.575585120916365,Priority 3
5438-QMDDL,19,Month-to-month,59.8,1130.85,DSL,Mailed check,No,No,47.3021,Medium Risk,534.9157985553145,Priority 3
3567-PQTSO,53,One year,105.25,5576.3,Fiber optic,Electronic check,No,No,47.259922,Medium Risk,2635.3549655497077,Priority 3
3094-JOJAI,18,Month-to-month,74.15,1387.0,Fiber optic,Mailed check,No,No,46.994446,Medium Risk,651.8129483759403,Priority 3
1100-DDVRV,17,Month-to-month,49.8,836.35,DSL,Mailed check,No,No,46.860085,Medium Risk,391.9143120124936,Priority 3
2087-QAREY,22,Month-to-month,54.7,1178.75,DSL,Mailed check,No,No,46.770714,Medium Risk,551.3097763434052,Priority 3
2480-EJWYP,58,One year,97.8,5458.8,Fiber optic,Bank transfer (automatic),No,No,46.732746,Medium Risk,2551.047223520279,Priority 3
4003-FUSHP,19,Month-to-month,61.55,1093.2,DSL,Credit card (automatic),Yes,No,46.730076,Medium Risk,510.8532046794892,Priority 3
7277-OZCGZ,22,Month-to-month,89.05,1886.25,Fiber optic,Electronic check,Yes,Yes,46.648514,Medium Risk,879.9076004326344,Priority 3
4785-QRJHC,46,One year,59.9,2816.65,DSL,Bank transfer (automatic),Yes,No,46.586956,Medium Risk,1312.1914565622808,Priority 3
2750-BJLSB,47,One year,103.7,4730.6,Fiber optic,Electronic check,Yes,Yes,46.529324,Medium Risk,2201.116147339344,Priority 3
5360-LJCNJ,71,Two year,105.15,7555.0,Fiber optic,Bank transfer (automatic),No,No,46.49654,Medium Risk,3512.8136202692986,Priority 3
1470-PSXNM,49,One year,93.65,4520.15,Fiber optic,Electronic check,No,No,46.422207,Medium Risk,2098.3534057796,Priority 3
4581-LNWUM,13,Month-to-month,49.15,649.4,DSL,Electronic check,No,No,46.405422,Medium Risk,301.35681493282317,Priority 3
2001-MCUUW,46,Two year,108.65,4903.2,Fiber optic,Electronic check,Yes,No,46.388187,Medium Risk,2274.5056342363355,Priority 3
4016-BJKTZ,25,Two year,108.9,2809.05,Fiber optic,Electronic check,Yes,No,45.935173,Medium Risk,1290.3419446438552,Priority 3
8849-AYPTR,33,Month-to-month,91.25,2964.05,Fiber optic,Electronic check,No,No,45.917614,Medium Risk,1361.0210761353374,Priority 3
4983-CLMLV,52,Month-to-month,102.7,5138.1,Fiber optic,Credit card (automatic),Yes,No,45.904957,Medium Risk,2358.6426597476006,Priority 3
2070-FNEXE,7,Month-to-month,76.45,503.6,Fiber optic,Bank transfer (automatic),No,Yes,45.62536,Medium Risk,229.76930701732635,Priority 3
0178-CIIKR,3,Month-to-month,19.95,58.0,No,Mailed check,No internet service,No internet service,45.60281,Medium Risk,26.44963002204895,Priority 3
5609-IMCGG,15,Month-to-month,84.35,1302.65,Fiber optic,Credit card (automatic),No,Yes,45.42579,Medium Risk,591.739021755755,Priority 3
7669-LCRSD,12,Month-to-month,56.3,628.65,DSL,Mailed check,No,No,45.223907,Medium Risk,284.3000890687108,Priority 3
2391-SOORI,4,Month-to-month,49.35,219.65,DSL,Electronic check,No,Yes,45.18955,Medium Risk,99.25884116888047,Priority 3
5600-PDUJF,6,Month-to-month,49.5,312.7,DSL,Credit card (automatic),Yes,No,45.103096,Medium Risk,141.0373842000961,Priority 3
7876-BEUTG,15,Month-to-month,48.8,720.1,DSL,Mailed check,No,No,44.963665,Medium Risk,323.78334314227106,Priority 3
2988-PLAHS,3,One year,69.95,220.45,DSL,Electronic check,No,No,44.907837,Medium Risk,98.99932910501957,Priority 3
3780-YVMFA,8,Month-to-month,68.55,564.35,DSL,Electronic check,Yes,No,44.889183,Medium Risk,253.33209778368473,Priority 3
3313-QKNKB,59,One year,85.55,5084.65,Fiber optic,Electronic check,No,No,44.81567,Medium Risk,2278.7200380742547,Priority 3
